"species","lat","lon","hour","date","datetime"
"Tapirus indicus",5.69999054,101.5470401,"6:15",10-09-05,2010-09-05 06:15:00
"Tapirus indicus",5.7493208,101.4826977,"2:46",10-09-13,2010-09-13 02:46:00
"Tapirus indicus",5.77990352,101.466649,"22:11",10-09-13,2010-09-13 22:11:00
"Tapirus indicus",5.72713432,101.4576553,"0:05",10-09-15,2010-09-15 00:05:00
"Tapirus indicus",5.77990352,101.466649,"5:32",10-09-16,2010-09-16 05:32:00
"Tapirus indicus",5.78509954,101.5051743,"3:39",10-09-18,2010-09-18 03:39:00
"Tapirus indicus",5.79226959,101.5613554,"6:46",10-09-22,2010-09-22 06:46:00
"Tapirus indicus",5.74399402,101.5159516,"23:22",10-09-23,2010-09-23 23:22:00
"Tapirus indicus",5.71391053,101.6134423,"1:56",10-09-28,2010-09-28 01:56:00
"Tapirus indicus",5.71391053,101.6134423,"18:49",10-09-28,2010-09-28 18:49:00
"Tapirus indicus",5.80095274,101.548128,"23:49",10-09-29,2010-09-29 23:49:00
"Tapirus indicus",5.80038151,101.4928892,"21:31",10-09-30,2010-09-30 21:31:00
"Tapirus indicus",5.6815734,101.6041874,"18:44",10-10-02,2010-10-02 18:44:00
"Tapirus indicus",5.6815734,101.6041874,"19:45",10-10-04,2010-10-04 19:45:00
"Tapirus indicus",5.76835325,101.5574178,"21:51",10-10-04,2010-10-04 21:51:00
"Tapirus indicus",5.6815734,101.6041874,"22:01",10-10-04,2010-10-04 22:01:00
"Tapirus indicus",5.80801089,101.5979368,"9:36",10-10-06,2010-10-06 09:36:00
"Tapirus indicus",5.75242764,101.5441191,"20:23",10-10-07,2010-10-07 20:23:00
"Tapirus indicus",5.75984923,101.5169345,"5:44",10-10-08,2010-10-08 05:44:00
"Tapirus indicus",5.80801089,101.5979368,"1:05",10-10-10,2010-10-10 01:05:00
"Tapirus indicus",5.80177869,101.575676,"17:21",10-10-10,2010-10-10 17:21:00
"Tapirus indicus",5.75738813,101.4317233,"22:32",10-10-10,2010-10-10 22:32:00
"Tapirus indicus",5.80095274,101.548128,"21:00",10-10-11,2010-10-11 21:00:00
"Tapirus indicus",5.80038151,101.4928892,"20:01",10-10-12,2010-10-12 20:01:00
"Tapirus indicus",5.80095274,101.548128,"20:14",10-10-12,2010-10-12 20:14:00
"Tapirus indicus",5.79327701,101.5928502,"21:34",10-10-12,2010-10-12 21:34:00
"Tapirus indicus",5.80095274,101.548128,"22:42",10-10-12,2010-10-12 22:42:00
"Tapirus indicus",5.76404638,101.6176125,"23:29",10-10-12,2010-10-12 23:29:00
"Tapirus indicus",5.71391053,101.6134423,"2:03",10-10-13,2010-10-13 02:03:00
"Tapirus indicus",5.80801089,101.5979368,"6:47",10-10-13,2010-10-13 06:47:00
"Tapirus indicus",5.80801089,101.5979368,"20:22",10-10-13,2010-10-13 20:22:00
"Tapirus indicus",5.75279468,101.5049839,"22:07",10-10-13,2010-10-13 22:07:00
"Tapirus indicus",5.76559502,101.573272,"19:56",10-10-14,2010-10-14 19:56:00
"Tapirus indicus",5.76849357,101.5983534,"7:37",10-10-15,2010-10-15 07:37:00
"Tapirus indicus",5.76851653,101.5437676,"21:19",10-10-15,2010-10-15 21:19:00
"Tapirus indicus",5.76404638,101.6176125,"23:53",10-10-15,2010-10-15 23:53:00
"Tapirus indicus",5.74399402,101.5159516,"21:26",10-10-16,2010-10-16 21:26:00
"Tapirus indicus",5.73067744,101.5521608,"19:32",10-10-17,2010-10-17 19:32:00
"Tapirus indicus",5.80801089,101.5979368,"0:34",10-10-18,2010-10-18 00:34:00
"Tapirus indicus",5.73074868,101.4562666,"4:56",10-10-18,2010-10-18 04:56:00
"Tapirus indicus",5.73074868,101.4562666,"22:12",10-10-18,2010-10-18 22:12:00
"Tapirus indicus",5.76404638,101.6176125,"23:41",10-10-18,2010-10-18 23:41:00
"Tapirus indicus",5.76501801,101.5816904,"21:08",10-10-19,2010-10-19 21:08:00
"Tapirus indicus",5.76404638,101.6176125,"6:45",10-10-20,2010-10-20 06:45:00
"Tapirus indicus",5.75864198,101.4760143,"7:15",10-10-20,2010-10-20 07:15:00
"Tapirus indicus",5.73074868,101.4562666,"23:19",10-10-20,2010-10-20 23:19:00
"Tapirus indicus",5.82124197,101.555837,"23:41",10-10-20,2010-10-20 23:41:00
"Tapirus indicus",5.74929616,101.4927325,"3:37",10-10-21,2010-10-21 03:37:00
"Tapirus indicus",5.80095274,101.548128,"20:41",10-10-23,2010-10-23 20:41:00
"Tapirus indicus",5.7213581,101.5962365,"7:31",10-10-24,2010-10-24 07:31:00
"Tapirus indicus",5.76404638,101.6176125,"7:32",10-10-24,2010-10-24 07:32:00
"Tapirus indicus",5.8011332,101.5646072,"6:13",10-10-25,2010-10-25 06:13:00
"Tapirus indicus",5.73074868,101.4562666,"20:21",10-10-25,2010-10-25 20:21:00
"Tapirus indicus",5.75738813,101.4317233,"2:16",10-10-26,2010-10-26 02:16:00
"Tapirus indicus",5.8354229,101.5525387,"1:36",10-10-27,2010-10-27 01:36:00
"Tapirus indicus",5.75510323,101.536483,"18:12",10-10-27,2010-10-27 18:12:00
"Tapirus indicus",5.73074868,101.4562666,"21:04",10-10-27,2010-10-27 21:04:00
"Tapirus indicus",5.69700038,101.4879955,"6:11",10-10-28,2010-10-28 06:11:00
"Tapirus indicus",5.69999054,101.5470401,"4:27",10-10-30,2010-10-30 04:27:00
"Tapirus indicus",5.68629358,101.5410979,"15:06",10-10-30,2010-10-30 15:06:00
"Tapirus indicus",5.76404638,101.6176125,"23:29",10-10-30,2010-10-30 23:29:00
"Tapirus indicus",5.72710708,101.5803619,"5:31",10-10-31,2010-10-31 05:31:00
"Tapirus indicus",5.72710708,101.5803619,"18:55",10-11-01,2010-11-01 18:55:00
"Tapirus indicus",5.72710708,101.5803619,"22:13",10-11-01,2010-11-01 22:13:00
"Tapirus indicus",5.75279468,101.5049839,"1:35",10-11-03,2010-11-03 01:35:00
"Tapirus indicus",5.7281145,101.5952621,"5:31",10-11-03,2010-11-03 05:31:00
"Tapirus indicus",5.77178145,101.5019622,"19:57",10-11-05,2010-11-05 19:57:00
"Tapirus indicus",5.75279468,101.5049839,"22:42",10-11-06,2010-11-06 22:42:00
"Tapirus indicus",5.74399402,101.5159516,"23:55",10-11-06,2010-11-06 23:55:00
"Tapirus indicus",5.66293121,101.5693969,"0:28",10-11-07,2010-11-07 00:28:00
"Tapirus indicus",5.73074868,101.4562666,"0:29",10-11-07,2010-11-07 00:29:00
"Tapirus indicus",5.74402294,101.5271506,"1:26",10-11-07,2010-11-07 01:26:00
"Tapirus indicus",5.74872217,101.5948421,"3:07",10-11-07,2010-11-07 03:07:00
"Tapirus indicus",5.66293121,101.5693969,"19:49",10-11-09,2010-11-09 19:49:00
"Tapirus indicus",5.72792281,101.5385737,"20:10",10-11-09,2010-11-09 20:10:00
"Tapirus indicus",5.73074868,101.4562666,"2:58",10-11-10,2010-11-10 02:58:00
"Tapirus indicus",5.73074868,101.4562666,"5:30",10-11-10,2010-11-10 05:30:00
"Tapirus indicus",5.73067744,101.5521608,"2:52",10-11-12,2010-11-12 02:52:00
"Tapirus indicus",5.77178145,101.5019622,"22:05",10-11-13,2010-11-13 22:05:00
"Tapirus indicus",5.8354229,101.5525387,"16:31",10-11-14,2010-11-14 16:31:00
"Tapirus indicus",5.72710708,101.5803619,"20:35",10-11-15,2010-11-15 20:35:00
"Tapirus indicus",5.76072958,101.4918439,"1:42",10-11-19,2010-11-19 01:42:00
"Tapirus indicus",5.74402294,101.5271506,"23:03",10-11-19,2010-11-19 23:03:00
"Tapirus indicus",5.78438951,101.6038493,"0:46",10-11-20,2010-11-20 00:46:00
"Tapirus indicus",5.73074868,101.4562666,"3:28",10-11-20,2010-11-20 03:28:00
"Tapirus indicus",5.74399402,101.5159516,"5:54",10-11-20,2010-11-20 05:54:00
"Tapirus indicus",5.73074868,101.4562666,"20:02",10-11-20,2010-11-20 20:02:00
"Tapirus indicus",5.76849357,101.5983534,"5:06",10-11-21,2010-11-21 05:06:00
"Tapirus indicus",5.73074868,101.4562666,"21:51",10-11-21,2010-11-21 21:51:00
"Tapirus indicus",5.83367879,101.5044575,"23:08",10-11-21,2010-11-21 23:08:00
"Tapirus indicus",5.73074868,101.4562666,"2:10",10-11-23,2010-11-23 02:10:00
"Tapirus indicus",5.7213581,101.5962365,"19:56",10-11-23,2010-11-23 19:56:00
"Tapirus indicus",5.73074868,101.4562666,"22:14",10-11-23,2010-11-23 22:14:00
"Tapirus indicus",5.8354229,101.5525387,"23:36",10-11-23,2010-11-23 23:36:00
"Tapirus indicus",5.75510323,101.536483,"22:44",10-11-25,2010-11-25 22:44:00
"Tapirus indicus",5.73074868,101.4562666,"2:34",10-11-26,2010-11-26 02:34:00
"Tapirus indicus",5.75738813,101.4317233,"5:36",10-11-26,2010-11-26 05:36:00
"Tapirus indicus",5.73074868,101.4562666,"20:47",10-11-26,2010-11-26 20:47:00
"Tapirus indicus",5.72713432,101.4576553,"20:59",10-11-26,2010-11-26 20:59:00
"Tapirus indicus",5.73074868,101.4562666,"2:59",10-11-27,2010-11-27 02:59:00
"Tapirus indicus",5.72713432,101.4576553,"3:18",10-11-27,2010-11-27 03:18:00
"Tapirus indicus",5.69731847,101.5592375,"15:31",10-11-27,2010-11-27 15:31:00
"Tapirus indicus",5.69999054,101.5470401,"19:48",10-11-27,2010-11-27 19:48:00
"Tapirus indicus",5.73074868,101.4562666,"2:25",10-11-28,2010-11-28 02:25:00
"Tapirus indicus",5.83181818,101.5740774,"19:00",10-11-29,2010-11-29 19:00:00
"Tapirus indicus",5.73074868,101.4562666,"20:41",10-11-30,2010-11-30 20:41:00
"Tapirus indicus",5.73074868,101.4562666,"3:01",10-12-01,2010-12-01 03:01:00
"Tapirus indicus",5.73074868,101.4562666,"20:28",10-12-02,2010-12-02 20:28:00
"Tapirus indicus",5.74402294,101.5271506,"0:57",10-12-03,2010-12-03 00:57:00
"Tapirus indicus",5.73074868,101.4562666,"22:44",10-12-03,2010-12-03 22:44:00
"Tapirus indicus",5.71911209,101.5631041,"2:04",10-12-04,2010-12-04 02:04:00
"Tapirus indicus",5.73074868,101.4562666,"3:18",10-12-04,2010-12-04 03:18:00
"Tapirus indicus",5.73074868,101.4562666,"21:56",10-12-04,2010-12-04 21:56:00
"Tapirus indicus",5.73074868,101.4562666,"3:07",10-12-05,2010-12-05 03:07:00
"Tapirus indicus",5.83181818,101.5740774,"6:50",10-12-06,2010-12-06 06:50:00
"Tapirus indicus",5.75279468,101.5049839,"0:46",10-12-07,2010-12-07 00:46:00
"Tapirus indicus",5.73074868,101.4562666,"0:08",10-12-10,2010-12-10 00:08:00
"Tapirus indicus",5.73074868,101.4562666,"4:41",10-12-10,2010-12-10 04:41:00
"Tapirus indicus",5.83181818,101.5740774,"6:20",10-12-11,2010-12-11 06:20:00
"Tapirus indicus",5.73074868,101.4562666,"22:16",10-12-11,2010-12-11 22:16:00
"Tapirus indicus",5.73067744,101.5521608,"23:40",10-12-11,2010-12-11 23:40:00
"Tapirus indicus",5.8354229,101.5525387,"4:28",10-12-12,2010-12-12 04:28:00
"Tapirus indicus",5.74872217,101.5948421,"23:09",10-12-12,2010-12-12 23:09:00
"Tapirus indicus",5.73074868,101.4562666,"0:23",10-12-15,2010-12-15 00:23:00
"Tapirus indicus",5.73074868,101.4562666,"6:02",10-12-15,2010-12-15 06:02:00
"Tapirus indicus",5.75334428,101.5849648,"19:51",10-12-16,2010-12-16 19:51:00
"Tapirus indicus",5.73074868,101.4562666,"3:41",10-12-17,2010-12-17 03:41:00
"Tapirus indicus",5.73074868,101.4562666,"21:58",10-12-17,2010-12-17 21:58:00
"Tapirus indicus",5.73074868,101.4562666,"23:58",10-12-18,2010-12-18 23:58:00
"Tapirus indicus",5.8354229,101.5525387,"15:20",10-12-19,2010-12-19 15:20:00
"Tapirus indicus",5.73074868,101.4562666,"20:15",10-12-21,2010-12-21 20:15:00
"Tapirus indicus",5.73074868,101.4562666,"23:51",10-12-21,2010-12-21 23:51:00
"Tapirus indicus",5.73074868,101.4562666,"3:05",10-12-22,2010-12-22 03:05:00
"Tapirus indicus",5.73074868,101.4562666,"19:44",10-12-22,2010-12-22 19:44:00
"Tapirus indicus",5.74872217,101.5948421,"20:09",10-12-22,2010-12-22 20:09:00
"Tapirus indicus",5.73074868,101.4562666,"21:46",10-12-22,2010-12-22 21:46:00
"Tapirus indicus",5.73074868,101.4562666,"0:47",10-12-23,2010-12-23 00:47:00
"Tapirus indicus",5.73074868,101.4562666,"6:50",10-12-23,2010-12-23 06:50:00
"Tapirus indicus",5.73074868,101.4562666,"22:35",10-12-23,2010-12-23 22:35:00
"Tapirus indicus",5.73074868,101.4562666,"20:28",10-12-24,2010-12-24 20:28:00
"Tapirus indicus",5.73074868,101.4562666,"22:56",10-12-24,2010-12-24 22:56:00
"Tapirus indicus",5.73074868,101.4562666,"1:23",10-12-25,2010-12-25 01:23:00
"Tapirus indicus",5.73074868,101.4562666,"3:59",10-12-25,2010-12-25 03:59:00
"Tapirus indicus",5.73074868,101.4562666,"21:07",10-12-25,2010-12-25 21:07:00
"Tapirus indicus",5.73074868,101.4562666,"22:21",10-12-25,2010-12-25 22:21:00
"Tapirus indicus",5.73074868,101.4562666,"0:24",10-12-26,2010-12-26 00:24:00
"Tapirus indicus",5.73074868,101.4562666,"2:10",10-12-26,2010-12-26 02:10:00
"Tapirus indicus",5.73074868,101.4562666,"6:33",10-12-26,2010-12-26 06:33:00
"Tapirus indicus",5.80438773,101.5659262,"21:46",10-12-27,2010-12-27 21:46:00
"Tapirus indicus",5.75482302,101.5929743,"23:38",10-12-27,2010-12-27 23:38:00
"Tapirus indicus",5.75279468,101.5049839,"2:11",10-12-28,2010-12-28 02:11:00
"Tapirus indicus",5.82165252,101.4208421,"3:38",10-12-28,2010-12-28 03:38:00
"Tapirus indicus",5.72713432,101.4576553,"2:09",11-01-02,2011-01-02 02:09:00
"Tapirus indicus",5.73074868,101.4562666,"2:54",11-01-02,2011-01-02 02:54:00
"Tapirus indicus",5.83181818,101.5740774,"17:50",11-01-08,2011-01-08 17:50:00
"Tapirus indicus",5.76675667,101.497394,"3:02",11-01-09,2011-01-09 03:02:00
"Tapirus indicus",5.71688803,101.5038507,"21:02",11-01-09,2011-01-09 21:02:00
"Tapirus indicus",5.73074868,101.4562666,"23:50",11-01-09,2011-01-09 23:50:00
"Tapirus indicus",5.7988177,101.5943387,"6:43",11-01-10,2011-01-10 06:43:00
"Tapirus indicus",5.76675667,101.497394,"3:50",11-01-12,2011-01-12 03:50:00
"Tapirus indicus",5.79105178,101.5298007,"4:01",11-01-12,2011-01-12 04:01:00
"Tapirus indicus",5.76404638,101.6176125,"7:57",11-01-12,2011-01-12 07:57:00
"Tapirus indicus",5.76831696,101.5192497,"19:41",11-01-12,2011-01-12 19:41:00
"Tapirus indicus",5.79537559,101.5190133,"23:00",11-01-12,2011-01-12 23:00:00
"Tapirus indicus",5.75825088,101.5906515,"22:43",11-01-13,2011-01-13 22:43:00
"Tapirus indicus",5.80277974,101.5148758,"3:19",11-01-16,2011-01-16 03:19:00
"Tapirus indicus",5.75482302,101.5929743,"6:25",11-01-16,2011-01-16 06:25:00
"Tapirus indicus",5.77990352,101.466649,"20:34",11-01-16,2011-01-16 20:34:00
"Tapirus indicus",5.7493208,101.4826977,"21:16",11-01-16,2011-01-16 21:16:00
"Tapirus indicus",5.66293121,101.5693969,"1:57",11-01-18,2011-01-18 01:57:00
"Tapirus indicus",5.75642388,101.515547,"22:48",11-01-18,2011-01-18 22:48:00
"Tapirus indicus",5.67424896,101.5783906,"0:48",11-01-19,2011-01-19 00:48:00
"Tapirus indicus",5.72713432,101.4576553,"1:14",11-01-19,2011-01-19 01:14:00
"Tapirus indicus",5.71762246,101.5516885,"7:26",11-01-19,2011-01-19 07:26:00
"Tapirus indicus",5.79537559,101.5190133,"21:34",11-01-19,2011-01-19 21:34:00
"Tapirus indicus",5.79105178,101.5298007,"21:38",11-01-20,2011-01-20 21:38:00
"Tapirus indicus",5.76729915,101.4656411,"21:48",11-01-20,2011-01-20 21:48:00
"Tapirus indicus",5.75190612,101.5089666,"1:49",11-01-21,2011-01-21 01:49:00
"Tapirus indicus",5.79105178,101.5298007,"22:34",11-01-21,2011-01-21 22:34:00
"Tapirus indicus",5.74399402,101.5159516,"22:02",11-01-22,2011-01-22 22:02:00
"Tapirus indicus",5.79537559,101.5190133,"3:04",11-02-02,2011-02-02 03:04:00
"Tapirus indicus",5.79105178,101.5298007,"23:18",11-02-02,2011-02-02 23:18:00
"Tapirus indicus",5.83181818,101.5740774,"1:22",11-02-03,2011-02-03 01:22:00
"Tapirus indicus",5.73562486,101.5082547,"4:34",11-02-05,2011-02-05 04:34:00
"Tapirus indicus",5.69999054,101.5470401,"3:46",11-02-06,2011-02-06 03:46:00
"Tapirus indicus",5.76675667,101.497394,"20:18",11-02-06,2011-02-06 20:18:00
"Tapirus indicus",5.72713432,101.4576553,"21:07",11-02-06,2011-02-06 21:07:00
"Tapirus indicus",5.79105178,101.5298007,"21:41",11-02-06,2011-02-06 21:41:00
"Tapirus indicus",5.7493208,101.4826977,"20:16",11-02-07,2011-02-07 20:16:00
"Tapirus indicus",5.72605993,101.4796272,"7:28",11-02-08,2011-02-08 07:28:00
"Tapirus indicus",5.74718962,101.4679643,"8:01",11-02-08,2011-02-08 08:01:00
"Tapirus indicus",5.72713432,101.4576553,"21:11",11-02-08,2011-02-08 21:11:00
"Tapirus indicus",5.79537559,101.5190133,"4:01",11-02-09,2011-02-09 04:01:00
"Tapirus indicus",5.79105178,101.5298007,"6:47",11-02-09,2011-02-09 06:47:00
"Tapirus indicus",5.79105178,101.5298007,"21:42",11-02-09,2011-02-09 21:42:00
"Tapirus indicus",5.79537559,101.5190133,"22:23",11-02-09,2011-02-09 22:23:00
"Tapirus indicus",5.76372326,101.5635304,"2:57",11-02-10,2011-02-10 02:57:00
"Tapirus indicus",5.71762246,101.5516885,"8:06",11-02-11,2011-02-11 08:06:00
"Tapirus indicus",5.79537559,101.5190133,"21:04",11-02-11,2011-02-11 21:04:00
"Tapirus indicus",5.70033461,101.5967605,"7:06",11-02-12,2011-02-12 07:06:00
"Tapirus indicus",5.79537559,101.5190133,"4:49",11-02-13,2011-02-13 04:49:00
"Tapirus indicus",5.79105178,101.5298007,"6:36",11-02-13,2011-02-13 06:36:00
"Tapirus indicus",5.79105178,101.5298007,"0:53",11-02-15,2011-02-15 00:53:00
"Tapirus indicus",5.72713432,101.4576553,"3:21",11-02-15,2011-02-15 03:21:00
"Tapirus indicus",5.7599618,101.5487622,"7:12",11-02-15,2011-02-15 07:12:00
"Tapirus indicus",5.79247897,101.4876399,"8:42",11-02-15,2011-02-15 08:42:00
"Tapirus indicus",5.69674406,101.5635753,"19:57",11-02-15,2011-02-15 19:57:00
"Tapirus indicus",5.73681282,101.5258207,"20:04",11-02-15,2011-02-15 20:04:00
"Tapirus indicus",5.7988177,101.5943387,"22:57",11-02-15,2011-02-15 22:57:00
"Tapirus indicus",5.79537559,101.5190133,"0:57",11-02-16,2011-02-16 00:57:00
"Tapirus indicus",5.74399402,101.5159516,"2:53",11-02-18,2011-02-18 02:53:00
"Tapirus indicus",5.75482302,101.5929743,"23:57",11-02-18,2011-02-18 23:57:00
"Tapirus indicus",5.75825088,101.5906515,"1:17",11-02-19,2011-02-19 01:17:00
"Tapirus indicus",5.68436072,101.5946832,"5:37",11-02-19,2011-02-19 05:37:00
"Tapirus indicus",5.72713432,101.4576553,"21:11",11-02-19,2011-02-19 21:11:00
"Tapirus indicus",5.71762246,101.5516885,"7:24",11-02-20,2011-02-20 07:24:00
"Tapirus indicus",5.76501801,101.5816904,"21:40",11-02-20,2011-02-20 21:40:00
"Tapirus indicus",5.76372326,101.5635304,"20:59",11-02-21,2011-02-21 20:59:00
"Tapirus indicus",5.79105178,101.5298007,"1:37",11-02-22,2011-02-22 01:37:00
"Tapirus indicus",5.79105178,101.5298007,"3:12",11-02-22,2011-02-22 03:12:00
"Tapirus indicus",5.7988177,101.5943387,"18:47",11-02-22,2011-02-22 18:47:00
"Tapirus indicus",5.7988177,101.5943387,"4:47",11-02-24,2011-02-24 04:47:00
"Tapirus indicus",5.79105178,101.5298007,"21:35",11-02-25,2011-02-25 21:35:00
"Tapirus indicus",5.73681282,101.5258207,"22:53",11-02-25,2011-02-25 22:53:00
"Tapirus indicus",5.76675667,101.497394,"2:06",11-02-26,2011-02-26 02:06:00
"Tapirus indicus",5.79105178,101.5298007,"2:02",11-02-27,2011-02-27 02:02:00
"Tapirus indicus",5.8354229,101.5525387,"4:41",11-02-27,2011-02-27 04:41:00
"Tapirus indicus",5.79105178,101.5298007,"5:26",11-02-27,2011-02-27 05:26:00
"Tapirus indicus",5.79105178,101.5298007,"23:08",11-02-27,2011-02-27 23:08:00
"Tapirus indicus",5.74399402,101.5159516,"7:37",11-03-01,2011-03-01 07:37:00
"Tapirus indicus",5.72713432,101.4576553,"0:18",11-03-02,2011-03-02 00:18:00
"Tapirus indicus",5.82124197,101.555837,"2:18",11-03-04,2011-03-04 02:18:00
"Tapirus indicus",5.74591406,101.4914195,"21:15",11-03-04,2011-03-04 21:15:00
"Tapirus indicus",5.80277974,101.5148758,"23:31",11-03-04,2011-03-04 23:31:00
"Tapirus indicus",5.76501801,101.5816904,"4:38",11-03-05,2011-03-05 04:38:00
"Tapirus indicus",5.80277974,101.5148758,"13:02",11-03-05,2011-03-05 13:02:00
"Tapirus indicus",5.74399402,101.5159516,"23:14",11-03-05,2011-03-05 23:14:00
"Tapirus indicus",5.71762246,101.5516885,"4:37",11-03-07,2011-03-07 04:37:00
"Tapirus indicus",5.76675667,101.497394,"19:50",11-03-08,2011-03-08 19:50:00
"Tapirus indicus",5.72710708,101.5803619,"20:27",11-03-08,2011-03-08 20:27:00
"Tapirus indicus",5.79537559,101.5190133,"5:05",11-03-11,2011-03-11 05:05:00
"Tapirus indicus",5.74399402,101.5159516,"2:27",11-03-12,2011-03-12 02:27:00
"Tapirus indicus",5.76831696,101.5192497,"1:00",11-03-13,2011-03-13 01:00:00
"Tapirus indicus",5.7988177,101.5943387,"20:12",11-03-15,2011-03-15 20:12:00
"Tapirus indicus",5.7493208,101.4826977,"0:27",11-03-16,2011-03-16 00:27:00
"Tapirus indicus",5.76675667,101.497394,"23:15",11-03-16,2011-03-16 23:15:00
"Tapirus indicus",5.7988177,101.5943387,"23:54",11-03-16,2011-03-16 23:54:00
"Tapirus indicus",5.79537559,101.5190133,"21:18",11-03-17,2011-03-17 21:18:00
"Tapirus indicus",5.76404638,101.6176125,"22:40",11-03-17,2011-03-17 22:40:00
"Tapirus indicus",5.73473034,101.5382178,"1:58",11-03-20,2011-03-20 01:58:00
"Tapirus indicus",5.72713432,101.4576553,"4:03",11-03-30,2011-03-30 04:03:00
"Tapirus indicus",5.65168948,101.5372295,"1:19",11-04-02,2011-04-02 01:19:00
"Tapirus indicus",5.65165445,101.4860035,"6:41",11-04-06,2011-04-06 06:41:00
"Tapirus indicus",5.72713432,101.4576553,"4:42",11-04-08,2011-04-08 04:42:00
"Tapirus indicus",5.71756043,101.5739202,"6:42",11-04-10,2011-04-10 06:42:00
"Tapirus indicus",5.72811082,101.4164284,"0:10",11-04-11,2011-04-11 00:10:00
"Tapirus indicus",5.71245602,101.5124635,"22:06",11-04-12,2011-04-12 22:06:00
"Tapirus indicus",5.72811082,101.4164284,"1:26",11-04-13,2011-04-13 01:26:00
"Tapirus indicus",5.6990376,101.490927,"6:33",11-04-13,2011-04-13 06:33:00
"Tapirus indicus",5.71117602,101.5991132,"23:38",11-04-14,2011-04-14 23:38:00
